transaction_id,customer_id,customer_name,customer_age,gender,product_id,product_name,product_category,quantiy,prce,payment_mode,purchase_date,time_of_purchase,status
TXN988837,CUST4286,Tejas Soni,26,F,P1330,Milk,Groceries,1,4469,UPI,15/07/2023,17:47:40,pending
TXN786437,CUST2204,Himmat Bahl,20,M,P9829,Fruits,Groceries,3,14760,Debit Card,23/11/2023,0:18:11,pending
TXN563244,CUST4106,Anahita Doctor,52,M,P3702,Handbag,Accessories,2,6834,Cash,23/08/2023,2:40:14,cancelled
TXN624250,CUST6758,Ayesha Sant,56,F,P3104,Belt,Accessories,3,7287,Cash,13/05/2023,8:10:49,cancelled
TXN611187,CUST6817,Uthkarsh Dugar,29,F,P5626,Headphones,Electronics,5,2985,CC,25/07/2023,23:22:33,pending
TXN535289,CUST4738,Aayush Chandra,30,Male,P6918,Tablet,Electronics,5,23770,CC,03/05/2023,21:27:10,pending
TXN109833,CUST5470,Anika Iyer,31,F,P3408,Shirt,Clothing,4,6760,EMI,10/10/2023,8:24:08,returned
TXN478187,CUST6654,Keya Keer,39,Female,P7024,Wardrobe,Furniture,4,9412,UPI,10/03/2023,18:52:40,cancelled
TXN994665,CUST2974,Jayant Bansal,55,M,P8978,Wheat,Groceries,1,1860,Debit Card,17/01/2023,15:09:48,pending
TXN526931,CUST1563,Divit Jha,56,M,P6972,Wallet,Accessories,5,3725,Credit Card,06/01/2023,13:55:47,cancelled
TXN314768,CUST5974,Shanaya Mane,50,Male,P4084,Chair,Furniture,5,6955,Debit Card,19/01/2023,17:35:12,returned
TXN410132,CUST5921,Kismat Saran,25,M,P8229,Textbook,Books,2,1668,CC,09/10/2023,10:08:28,pending
TXN261587,CUST8934,Aayush Kara,37,M,P9626,Wheat,Groceries,4,8472,EMI,01/09/2023,11:37:47,pending
TXN430440,CUST5097,Nitya Sahota,48,Female,P6263,Headphones,Electronics,1,3583,CC,25/07/2023,20:56:03,returned
TXN150836,CUST8459,Shamik Sampath,30,F,P9488,Vegetables,Groceries,3,12618,Debit Card,30/06/2023,8:34:29,cancelled
TXN184052,CUST7922,Sara Shanker,31,Male,P7165,Smartphone,Electronics,2,4360,CC,09/08/2023,2:32:52,delivered
TXN607091,CUST2113,Anahita Vaidya,44,F,P4392,Vegetables,Groceries,5,16875,Debit Card,04/11/2023,9:46:07,cancelled
TXN340100,CUST2081,Tushar Chandran,36,Male,P3853,Jacket,Clothing,5,12345,EMI,22/09/2023,14:36:11,delivered
TXN685700,CUST1982,Prisha Rama,19,Female,P8303,Jacket,Clothing,3,10560,UPI,19/04/2023,16:06:49,cancelled
TXN688557,CUST8724,Misha Bhalla,45,Female,P9442,Sofa,Furniture,4,19860,CC,28/04/2023,0:05:47,cancelled
TXN640516,CUST1982,Prisha Rama,19,Female,P3324,Belt,Accessories,5,10930,EMI,16/01/2023,19:19:54,returned
TXN278068,CUST8603,Vedika Chaudhry,18,M,P8196,Sweater,Clothing,4,15916,Credit Card,26/01/2023,17:57:34,pending
TXN752799,CUST5407,Kaira Din,21,Male,P9364,Wardrobe,Furniture,2,1304,UPI,14/06/2023,5:07:59,returned
TXN703458,CUST9201,Indrans Khalsa,35,Female,P7494,Chair,Furniture,3,14067,Cash,12/06/2023,10:34:54,pending
TXN920032,CUST3665,Mannat Rana,35,Female,P3837,Shirt,Clothing,5,20800,CC,24/10/2023,2:38:47,delivered
TXN570220,CUST5470,Anika Iyer,31,F,P2612,Sweater,Clothing,2,7564,UPI,16/06/2023,16:03:10,pending
TXN185430,CUST9741,Armaan Chahal,30,Male,P9481,Wheat,Groceries,2,6744,EMI,17/09/2023,0:56:41,cancelled
TXN902430,CUST7850,Anika Som,34,M,P1404,Headphones,Electronics,5,11980,EMI,16/05/2023,12:12:33,pending
TXN369151,CUST1799,Damini Bhalla,38,M,P8431,Belt,Accessories,5,21595,EMI,30/08/2023,7:55:09,pending
TXN536476,CUST7981,Amira Kala,28,Male,P6355,Dining Table,Furniture,2,1494,Debit Card,21/10/2023,21:58:51,pending
TXN345080,CUST1928,Mehul Brar,25,M,P6273,Jeans,Clothing,3,9429,Cash,24/08/2023,0:34:34,pending
TXN743956,CUST6946,Inaaya  Rege,29,Female,P8006,Comics,Books,2,2030,CC,27/08/2023,4:11:06,returned
TXN688465,CUST3192,Gatik Khare,28,Female,P2254,Textbook,Books,3,13575,CC,27/06/2023,0:46:09,returned
TXN887374,CUST9993,Heer Bhatia,47,Female,P6056,Chair,Furniture,1,2064,Credit Card,18/01/2023,4:26:50,pending
TXN614908,CUST9552,Siya Saini,18,M,P8648,Sofa,Furniture,1,3390,EMI,26/12/2023,22:34:11,returned
TXN475259,CUST2304,Saira Dayal,45,F,P6524,Shirt,Clothing,1,4446,CC,22/08/2023,12:17:57,cancelled
TXN387971,CUST9671,Mishti Bakshi,41,F,P1031,Magazine,Books,5,17195,UPI,01/08/2023,3:34:30,returned
TXN543127,CUST6806,Aaryahi Wadhwa,57,M,P7555,Headphones,Electronics,1,4931,CC,07/09/2023,1:47:02,delivered
TXN647753,CUST8284,Manjari Dhingra,43,Female,P3655,Fruits,Groceries,5,4620,Debit Card,23/07/2023,10:37:52,returned
TXN623587,CUST9459,Jiya Bansal,60,Male,P8448,Novel,Books,4,12544,UPI,21/10/2023,2:30:45,cancelled
TXN680295,CUST3454,Aradhya Chandra,41,Male,P2517,Sunglasses,Accessories,5,20040,EMI,10/10/2023,1:29:32,returned
TXN403949,CUST8285,Shray Gaba,47,F,P7568,Chair,Furniture,1,3489,Cash,22/07/2023,5:30:03,cancelled
TXN321386,CUST7325,Zain Chandra,24,Female,P7136,Novel,Books,2,8922,Debit Card,13/06/2023,16:16:51,pending
TXN290440,CUST6806,Aaryahi Wadhwa,57,M,P5548,Headphones,Electronics,5,9535,UPI,05/11/2023,11:47:31,cancelled
TXN784290,CUST1925,Samarth Atwal,20,F,P7000,Belt,Accessories,2,7838,EMI,23/04/2023,0:27:31,returned
TXN370016,CUST6378,Kanav Choudhry,24,F,P9524,Sunglasses,Accessories,4,13688,Cash,10/02/2023,14:17:22,returned
TXN988168,CUST1207,Kartik Kade,18,M,P7789,Jeans,Clothing,2,8190,Debit Card,23/10/2023,18:36:51,cancelled
TXN809791,CUST5101,Kartik Khatri,22,Female,P1084,Sunglasses,Accessories,3,14727,Credit Card,13/06/2023,8:48:17,cancelled
TXN849068,CUST4441,Nehmat Gaba,59,Male,P7839,Watch,Accessories,4,17868,Debit Card,15/06/2023,20:15:37,returned
TXN757366,CUST1580,Dhanuk Deep,41,Male,P4455,Sofa,Furniture,1,4787,EMI,16/10/2023,9:30:00,returned
TXN683781,CUST1141,Ira Varughese,31,M,P4205,Wardrobe,Furniture,2,8684,Credit Card,27/10/2023,13:26:02,pending
TXN152850,CUST5215,Samaira Sarma,24,Female,P8332,Sofa,Furniture,2,4760,Credit Card,19/06/2023,6:28:28,delivered
TXN517174,CUST1563,Divit Jha,56,M,P2910,Milk,Groceries,3,6078,UPI,22/03/2023,1:59:18,returned
TXN284930,CUST5781,Dhruv Sarna,49,M,P4785,Vegetables,Groceries,4,2068,Credit Card,01/09/2023,7:59:50,cancelled
TXN563699,CUST9201,Indrans Khalsa,35,Female,P4587,Tablet,Electronics,3,12150,EMI,09/09/2023,6:59:32,delivered
TXN213408,CUST3119,Zain Sura,34,F,P1224,Sunglasses,Accessories,3,2352,Credit Card,07/11/2023,0:38:39,pending
TXN994057,CUST5732,Shalv Swamy,51,M,P4458,Sweater,Clothing,5,10380,CC,07/06/2023,3:45:15,returned
TXN312709,CUST3291,Mannat Contractor,33,Male,P9798,Watch,Accessories,5,18895,Cash,22/02/2023,20:09:32,returned
TXN707805,CUST3113,Taran Joshi,25,M,P3514,Bed,Furniture,1,2585,Debit Card,01/07/2023,5:15:27,returned
TXN296183,CUST3283,Vidur Iyer,18,Female,P5695,Dining Table,Furniture,1,4987,Credit Card,20/07/2023,14:48:32,cancelled
TXN574956,CUST3080,Gokul Mangal,37,F,P5960,Milk,Groceries,1,2764,EMI,09/08/2023,17:13:16,cancelled
TXN241255,CUST9106,Hridaan Varty,21,Male,P6324,Rice,Groceries,2,2268,UPI,18/11/2023,19:09:57,delivered
TXN825728,CUST8052,Riaan Chakrabarti,24,Female,P7132,Dining Table,Furniture,2,7832,Debit Card,16/01/2023,9:08:20,pending
TXN830665,CUST8512,Bhamini Kapur,45,M,P5976,Sofa,Furniture,5,9640,CC,27/02/2023,19:34:05,pending
TXN699458,CUST3218,Bhamini Gopal,44,Female,P6602,Handbag,Accessories,2,4804,Credit Card,21/06/2023,16:05:59,pending
TXN113104,CUST1580,Dhanuk Deep,41,Male,P4427,Novel,Books,2,7042,Debit Card,05/07/2023,17:54:54,pending
TXN983265,CUST5979,Mehul Mall,38,M,P5620,Smartphone,Electronics,2,7714,UPI,13/08/2023,10:39:32,returned
TXN974817,CUST2867,Renee Biswas,29,Female,P4786,Headphones,Electronics,5,3685,CC,15/05/2023,17:46:26,cancelled
TXN466511,CUST5138,Urvi Saran,52,F,P9521,Sweater,Clothing,1,3387,EMI,09/11/2023,9:15:26,returned
TXN245502,CUST1894,Hiran Tandon,34,Female,P6323,Notebook,Books,2,2694,UPI,28/09/2023,17:48:44,pending
TXN897096,CUST3014,Divyansh Guha,23,Female,P2319,Sofa,Furniture,4,7208,CC,28/05/2023,3:25:29,delivered
TXN426516,CUST6782,Ritvik Shroff,21,M,P3471,Dining Table,Furniture,2,4294,Cash,04/01/2023,10:29:19,delivered
TXN385083,CUST9950,Manikya Rastogi,56,F,P4388,Novel,Books,1,2180,CC,16/05/2023,8:53:43,delivered
TXN742077,CUST1937,Rania Varghese,24,F,P6585,Fruits,Groceries,3,8133,EMI,03/08/2023,12:25:52,delivered
TXN190255,CUST3964,Yakshit Agarwal,39,F,P1262,Laptop,Electronics,3,345,Credit Card,08/06/2023,19:51:37,pending
TXN210196,CUST6278,Zoya Bajaj,22,M,P3724,Smartphone,Electronics,3,10614,Credit Card,30/07/2023,10:38:31,returned
TXN145776,CUST6214,Kiaan Hari,43,Male,P5355,Handbag,Accessories,3,3459,EMI,11/12/2023,9:52:50,returned
TXN329293,CUST6404,Lavanya Kara,31,F,P1786,T-Shirt,Clothing,3,10659,Debit Card,06/01/2023,22:38:14,returned
TXN430426,CUST7325,Zain Chandra,24,Female,P6069,Headphones,Electronics,4,17616,EMI,29/09/2023,3:31:58,delivered
TXN580167,CUST3826,Manikya Walia,57,Female,P7311,Headphones,Electronics,5,3825,EMI,07/04/2023,6:18:38,returned
TXN818373,CUST8438,Anahita Desai,33,F,P5729,Jacket,Clothing,4,17964,Cash,17/09/2023,8:44:38,returned
TXN935822,CUST3964,Yakshit Agarwal,39,F,P6415,Notebook,Books,3,3876,Cash,19/02/2023,11:37:19,returned
TXN608817,CUST9997,Nehmat Sinha,19,F,P9949,Sofa,Furniture,1,2097,EMI,29/04/2023,1:02:35,returned
TXN156862,CUST5456,Nirvaan Char,41,Male,P7345,Chair,Furniture,2,3220,Debit Card,01/04/2023,8:28:37,delivered
TXN633396,CUST8449,Zeeshan Batra,23,Male,P1184,Jeans,Clothing,4,8212,Credit Card,22/07/2023,22:47:38,delivered
TXN144782,CUST6833,Aaina Sachdev,57,Female,P9489,Jacket,Clothing,2,4316,EMI,29/05/2023,4:30:11,cancelled
TXN316956,CUST7264,Jayesh Bandi,30,M,P5939,Rice,Groceries,5,20845,Debit Card,22/11/2023,17:22:05,pending
TXN659145,CUST8530,Shlok Kakar,58,Male,P4853,Wallet,Accessories,5,21005,Cash,08/12/2023,3:37:26,cancelled
TXN179968,CUST3406,Lavanya Sastry,53,Female,P3397,Shirt,Clothing,4,12160,CC,14/08/2023,9:59:32,pending
TXN156081,CUST4053,Seher Randhawa,59,Female,P8095,Smartwatch,Electronics,4,2140,CC,07/05/2023,6:15:16,returned
TXN868696,CUST8250,Yuvraj  Johal,29,F,P9441,Dining Table,Furniture,4,18696,EMI,16/02/2023,10:32:49,delivered
TXN462422,CUST7147,Adah Ghose,23,M,P4983,Sunglasses,Accessories,4,13216,Cash,19/12/2023,17:00:03,returned
TXN146506,CUST1660,Mehul Bhatti,29,Female,P6242,Textbook,Books,4,1592,Cash,24/07/2023,5:30:01,returned
TXN168522,CUST4330,Dharmajan Kakar,19,Male,P8636,Milk,Groceries,5,16825,UPI,03/03/2023,11:31:23,cancelled
TXN134459,CUST9051,Dhanush Mani,28,Female,P9462,Dining Table,Furniture,1,3178,CC,06/11/2023,5:36:05,cancelled
TXN104932,CUST7147,Adah Ghose,23,M,P8478,Magazine,Books,2,3740,Cash,16/10/2023,13:18:01,returned
TXN788059,CUST6325,Vanya Buch,46,M,P4137,Tablet,Electronics,2,6834,Credit Card,05/04/2023,19:50:35,returned
TXN847996,CUST5979,Mehul Mall,38,M,P2368,Vegetables,Groceries,3,13374,UPI,21/09/2023,13:52:27,returned
TXN486347,CUST4722,Alisha Babu,52,Male,P3417,Vegetables,Groceries,5,23900,Cash,20/10/2023,17:27:04,cancelled
TXN517130,CUST7250,Faiyaz Dubey,18,M,P1283,Magazine,Books,1,336,Debit Card,08/03/2023,7:07:53,returned
TXN714383,CUST1982,Prisha Rama,19,Female,P8819,Notebook,Books,1,1178,UPI,14/08/2023,16:44:30,delivered
TXN845909,CUST7979,Hrishita Hora,47,Female,P7799,Watch,Accessories,5,7210,Cash,04/01/2023,23:18:22,pending
TXN702651,CUST6970,Sara De,51,M,P4941,Magazine,Books,1,268,Cash,30/12/2023,2:54:06,delivered
TXN507911,CUST4747,Krish Srinivasan,23,Male,P9856,Watch,Accessories,3,3978,Cash,16/09/2023,3:52:46,cancelled
TXN624574,CUST8438,Anahita Desai,33,F,P4304,Chair,Furniture,2,9200,CC,16/07/2023,12:11:19,returned
TXN420633,CUST8087,Charvi Devi,45,F,P3721,Sofa,Furniture,3,9942,Cash,13/02/2023,4:30:43,delivered
TXN417726,CUST7187,Heer Tank,28,Female,P7246,Notebook,Books,1,3626,Debit Card,25/10/2023,12:12:23,cancelled
TXN981572,CUST1166,Gokul Din,39,F,P4988,Comics,Books,5,22440,CC,21/12/2023,3:00:25,cancelled
TXN262282,CUST7856,Hansh Sarkar,28,Male,P3130,Vegetables,Groceries,2,8812,Cash,12/09/2023,20:41:13,cancelled
TXN519111,CUST2033,Advik Krishnan,47,Male,P3410,Shirt,Clothing,1,1857,Cash,29/07/2023,15:33:31,pending
TXN366734,CUST4441,Nehmat Gaba,59,Male,P2098,Wardrobe,Furniture,3,8559,CC,03/10/2023,17:57:50,returned
TXN904334,CUST5416,Samiha Bhatti,21,Female,P8293,Wheat,Groceries,3,6258,Cash,15/09/2023,13:14:59,delivered
TXN273551,CUST7117,Drishya Hans,26,F,P8857,Bed,Furniture,1,1061,Credit Card,21/07/2023,17:04:37,delivered
TXN477459,CUST2242,Ishaan Dey,46,Female,P3441,Textbook,Books,5,14155,EMI,14/10/2023,18:59:53,delivered
TXN203520,CUST7069,Suhana Balan,43,F,P5879,Laptop,Electronics,5,21945,Cash,18/02/2023,0:39:29,delivered
TXN154768,CUST6278,Zoya Bajaj,22,M,P2265,Novel,Books,5,24040,EMI,01/07/2023,12:39:32,pending
TXN540259,CUST7254,Madhav Kannan,41,Male,P2729,Novel,Books,2,5878,EMI,11/06/2023,0:51:01,returned
TXN730322,CUST3113,Taran Joshi,25,M,P9365,Jacket,Clothing,4,5656,EMI,24/06/2023,13:39:18,pending
TXN687093,CUST5435,Riaan Talwar,36,F,P7754,Wheat,Groceries,1,2971,Credit Card,23/04/2023,22:26:34,cancelled
TXN638268,CUST4926,Anya Rama,58,Male,P9111,Novel,Books,2,2866,CC,24/06/2023,12:01:25,cancelled
TXN910672,CUST7187,Heer Tank,28,Female,P6917,Vegetables,Groceries,2,2676,CC,24/01/2023,2:28:10,pending
TXN210550,CUST3119,Zain Sura,34,F,P6819,Shirt,Clothing,4,13012,Debit Card,24/01/2023,2:51:30,cancelled
TXN837771,CUST4152,Saira Handa,31,Female,P5795,Chair,Furniture,3,675,UPI,25/02/2023,12:50:36,pending
TXN738221,CUST1360,Samaira Baria,59,Female,P1223,Belt,Accessories,3,723,Credit Card,28/07/2023,19:59:55,delivered
TXN408909,CUST3044,Eva Bassi,33,M,P2237,Headphones,Electronics,5,19365,Credit Card,03/05/2023,19:50:45,returned
TXN282449,CUST2836,Tejas Master,57,Male,P2892,Belt,Accessories,3,12618,UPI,07/02/2023,15:05:00,delivered
TXN508882,CUST2479,Kabir Sarraf,30,F,P2401,Vegetables,Groceries,3,5592,Cash,25/07/2023,2:06:23,delivered
TXN299577,CUST5750,Uthkarsh Ramaswamy,25,F,P8670,Wallet,Accessories,4,19740,UPI,03/06/2023,4:30:25,pending
TXN846381,CUST3522,Jhanvi Bir,54,F,P9558,Sofa,Furniture,4,4416,EMI,05/04/2023,19:19:11,cancelled
TXN460746,CUST8512,Bhamini Kapur,45,M,P6196,Belt,Accessories,3,8172,CC,01/08/2023,15:35:01,returned
TXN905264,CUST6487,Aayush Hayer,37,Female,P8040,Milk,Groceries,1,2597,Credit Card,13/01/2023,20:34:51,returned
TXN209765,CUST5616,Emir Swaminathan,18,F,P1804,Bed,Furniture,2,4582,UPI,09/03/2023,15:17:01,delivered
TXN993319,CUST3096,Shaan Bhandari,19,F,P4396,Shirt,Clothing,3,11664,CC,14/08/2023,16:00:40,delivered
TXN769384,CUST5138,Urvi Saran,52,F,P9225,Sofa,Furniture,3,2391,Debit Card,06/12/2023,12:27:42,delivered
TXN190908,CUST5252,Darshit Mann,57,F,P6495,Shirt,Clothing,3,2508,Debit Card,20/12/2023,12:39:49,delivered
TXN522112,CUST3099,Jiya Goyal,54,F,P5996,Magazine,Books,2,9578,Credit Card,18/05/2023,10:20:00,returned
TXN446297,CUST9459,Jiya Bansal,60,Male,P8490,Wardrobe,Furniture,2,9548,Cash,19/01/2023,1:06:00,pending
TXN760535,CUST7617,Anahita Master,47,F,P7615,Wheat,Groceries,2,4336,UPI,21/08/2023,2:52:18,pending
TXN783258,CUST2672,Oorja Dada,31,M,P5433,T-Shirt,Clothing,1,4820,EMI,07/12/2023,23:44:27,cancelled
TXN860654,CUST9133,Kismat Sachdeva,60,Female,P2105,Shirt,Clothing,5,3970,UPI,16/07/2023,16:02:49,cancelled
TXN148246,CUST9741,Armaan Chahal,30,Male,P3044,Belt,Accessories,1,3152,UPI,11/02/2023,22:41:32,returned
TXN290303,CUST1687,Dharmajan Bhardwaj,32,F,P4735,Rice,Groceries,2,4788,Debit Card,10/06/2023,7:00:04,cancelled
TXN375231,CUST6498,Saira Dyal,41,Female,P2949,Handbag,Accessories,2,6830,Credit Card,20/01/2023,19:42:27,cancelled
TXN821796,CUST3964,Yakshit Agarwal,39,F,P9796,Textbook,Books,1,227,Cash,21/07/2023,20:36:25,pending
TXN517775,CUST4431,Miraya Choudhary,54,F,P9332,Belt,Accessories,1,2057,UPI,29/09/2023,23:15:13,pending
TXN293558,CUST8789,Amira Vora,22,F,P2232,Comics,Books,5,13525,Credit Card,25/03/2023,7:30:12,delivered
TXN341995,CUST6945,Anay Deshmukh,47,Male,P1997,Smartphone,Electronics,5,7630,Cash,28/04/2023,14:13:18,pending
TXN525595,CUST9084,Dishani Bawa,32,M,P5486,Wardrobe,Furniture,3,6330,CC,03/02/2023,4:54:01,delivered
TXN238558,CUST5648,Veer Ravel,58,Female,P4206,Fruits,Groceries,4,19532,Cash,08/04/2023,22:33:50,cancelled
TXN243792,CUST1716,Jhanvi D’Alia,38,Female,P9261,Watch,Accessories,1,4990,EMI,01/06/2023,11:14:59,returned
TXN269035,CUST1964,Manikya Raju,43,Male,P2570,Jacket,Clothing,5,14075,Cash,08/03/2023,2:56:28,pending
TXN733403,CUST9049,Navya Sarin,42,M,P3166,Vegetables,Groceries,5,12710,EMI,20/10/2023,7:59:48,returned
TXN173309,CUST9078,Navya Wagle,20,F,P4292,Vegetables,Groceries,5,14300,CC,28/02/2023,15:06:05,delivered
TXN105218,CUST2278,Vihaan Ghosh,40,M,P5102,Smartphone,Electronics,1,3249,Debit Card,17/06/2023,16:16:04,pending
TXN545562,CUST9049,Navya Sarin,42,M,P3680,Wheat,Groceries,3,7125,EMI,06/01/2023,10:50:36,delivered
TXN891853,CUST1985,Rhea Manda,45,Female,P3711,Jacket,Clothing,1,4748,Credit Card,29/06/2023,13:13:42,pending
TXN852158,CUST1716,Jhanvi D’Alia,38,Female,P1217,Shirt,Clothing,5,3075,Debit Card,14/05/2023,13:07:16,pending
TXN512292,CUST2450,Rhea Rastogi,18,M,P2183,Headphones,Electronics,1,3193,CC,03/10/2023,5:18:34,delivered
TXN761648,CUST1166,Gokul Din,39,F,P9965,Smartphone,Electronics,2,2510,UPI,01/01/2023,0:07:06,pending
TXN465627,CUST2629,Nirvaan Babu,23,Male,P2009,Shirt,Clothing,5,9185,EMI,19/07/2023,0:04:54,cancelled
TXN375218,CUST8348,Vedika Ben,29,Female,P9046,Handbag,Accessories,1,3586,CC,02/10/2023,17:34:05,returned
TXN120475,CUST8477,Kiara Bahri,34,Female,P9001,Tablet,Electronics,1,1845,UPI,16/03/2023,12:54:45,returned
TXN691043,CUST7250,Faiyaz Dubey,18,M,P6798,Fruits,Groceries,5,7755,UPI,28/09/2023,22:17:10,returned
TXN538592,CUST6001,Nakul Borde,35,F,P4154,T-Shirt,Clothing,5,11095,CC,17/11/2023,23:15:11,cancelled
TXN646436,CUST4157,Faiyaz Anne,32,F,P7751,T-Shirt,Clothing,5,6005,Credit Card,21/07/2023,6:36:22,pending
TXN109567,CUST2477,Jayan Goswami,50,F,P2859,Sweater,Clothing,5,6615,EMI,24/01/2023,14:12:38,delivered
TXN341100,CUST5456,Nirvaan Char,41,Male,P5728,Jacket,Clothing,3,14037,Debit Card,28/02/2023,18:17:30,pending
TXN458652,CUST3119,Zain Sura,34,F,P2337,Sofa,Furniture,1,2724,CC,25/02/2023,10:59:10,pending
TXN548240,CUST9059,Ryan Virk,21,Male,P7351,Milk,Groceries,4,6472,Debit Card,22/02/2023,7:54:53,cancelled
TXN264048,CUST6170,Khushi Raju,24,F,P8925,T-Shirt,Clothing,4,11464,Credit Card,21/06/2023,12:20:10,pending
TXN860532,CUST5416,Samiha Bhatti,21,Female,P2768,Novel,Books,3,12420,EMI,10/03/2023,18:03:10,returned
TXN916147,CUST1818,Kismat Kamdar,52,Male,P4956,Shirt,Clothing,5,15580,Cash,06/03/2023,17:17:28,pending
TXN207017,CUST7157,Anahi Shroff,43,F,P1905,Textbook,Books,5,835,Debit Card,25/04/2023,18:37:54,returned
TXN914125,CUST5819,Tanya Vora,44,Male,P1169,Textbook,Books,3,2826,CC,17/11/2023,14:12:38,pending
TXN446235,CUST2547,Dhanuk Dani,23,M,P4807,Milk,Groceries,1,1884,Debit Card,21/05/2023,17:40:55,delivered
TXN317990,CUST6683,Azad Sastry,55,M,P9504,Textbook,Books,3,5061,UPI,14/06/2023,15:00:46,returned
TXN962976,CUST6534,Nishith Taneja,23,Female,P8041,Chair,Furniture,3,10578,UPI,13/10/2023,20:20:54,returned
TXN436658,CUST9532,Ela Ramakrishnan,58,Male,P7907,Chair,Furniture,1,4980,UPI,09/01/2023,18:11:58,returned
TXN437788,CUST4768,Yuvaan Shroff,23,Female,P8469,Comics,Books,2,7986,CC,19/09/2023,6:45:32,cancelled
TXN317163,CUST9993,Heer Bhatia,47,Female,P7886,Chair,Furniture,5,14745,Debit Card,25/02/2023,9:02:25,cancelled
TXN742056,CUST1442,Adira Desai,24,Female,P1484,T-Shirt,Clothing,4,17740,Cash,25/01/2023,1:08:50,delivered
TXN277117,CUST6817,Uthkarsh Dugar,29,F,P7842,Milk,Groceries,3,6864,CC,20/11/2023,0:13:31,returned
TXN689384,CUST2629,Nirvaan Babu,23,Male,P8967,Wardrobe,Furniture,3,1155,Credit Card,01/02/2023,11:04:54,delivered
TXN377518,CUST4858,Jayant Salvi,34,F,P3451,T-Shirt,Clothing,1,2341,Cash,23/10/2023,22:47:29,cancelled
TXN227345,CUST2949,Himmat Rastogi,36,Male,P7410,Textbook,Books,3,10560,UPI,05/02/2023,17:31:32,returned
TXN247892,CUST1255,Riya Som,57,M,P2990,Magazine,Books,2,7906,Cash,21/10/2023,11:03:47,returned
TXN839782,CUST9205,Mahika Dhawan,50,Female,P9870,Novel,Books,3,4350,Cash,22/07/2023,19:14:46,pending
TXN183782,CUST4441,Nehmat Gaba,59,Male,P9141,Belt,Accessories,3,7605,Cash,12/03/2023,9:39:10,returned
TXN891739,CUST7879,Sana Mahal,44,M,P1504,Wallet,Accessories,1,3811,Credit Card,09/01/2023,11:41:51,returned
TXN407446,CUST2867,Renee Biswas,29,Female,P4379,Wheat,Groceries,5,13220,UPI,21/11/2023,10:53:55,delivered
TXN147350,CUST2976,Ranbir Kale,39,Female,P2513,Dining Table,Furniture,2,4240,CC,25/01/2023,18:38:19,delivered
TXN323416,CUST7850,Anika Som,34,M,P7028,Comics,Books,4,11104,Cash,21/02/2023,2:48:58,pending
TXN743324,CUST8390,Anahita Bhagat,59,M,P9988,Notebook,Books,3,321,UPI,03/02/2023,15:22:47,returned
TXN407064,CUST9534,Indrajit Shah,57,M,P3608,Notebook,Books,4,8100,UPI,17/07/2023,22:52:43,returned
TXN232305,CUST7409,Rohan Krish,25,M,P5586,Smartphone,Electronics,1,406,UPI,25/07/2023,5:02:19,cancelled
TXN675295,CUST3119,Zain Sura,34,F,P1762,Dining Table,Furniture,1,2227,UPI,15/07/2023,3:35:30,pending
TXN286489,CUST6180,Umang Mangal,56,Male,P5680,Sweater,Clothing,5,11860,UPI,13/10/2023,16:29:24,cancelled
TXN207756,CUST8672,Shanaya Batra,30,F,P9990,Wheat,Groceries,3,7026,Debit Card,05/02/2023,16:01:01,delivered
TXN895796,CUST2729,Biju Mand,60,Male,P5747,Textbook,Books,2,7764,UPI,17/07/2023,23:28:23,pending
TXN448535,CUST4895,Shaan Wali,47,M,P9220,Laptop,Electronics,5,8315,CC,10/08/2023,16:32:21,pending
TXN601940,CUST2442,Trisha Sarma,38,Female,P7003,T-Shirt,Clothing,5,3360,UPI,25/11/2023,16:34:33,returned
TXN553858,CUST6945,Anay Deshmukh,47,Male,P3313,Sunglasses,Accessories,5,7365,Credit Card,26/03/2023,0:48:52,delivered
TXN777927,CUST3051,Prerak Walla,37,Female,P7790,Shirt,Clothing,1,385,UPI,01/03/2023,21:19:03,delivered
TXN300909,CUST9993,Heer Bhatia,47,Female,P8834,Wheat,Groceries,1,327,Cash,21/03/2023,15:43:05,returned
TXN427276,CUST6198,Samar Srinivasan,42,Female,P3820,Rice,Groceries,2,8056,Cash,29/11/2023,10:21:37,returned
TXN154774,CUST5612,Biju Hari,27,Female,P7141,Jeans,Clothing,5,19745,EMI,18/03/2023,2:05:06,cancelled
TXN675329,CUST6001,Nakul Borde,35,F,P9811,Milk,Groceries,4,15952,Cash,11/10/2023,11:34:21,delivered
TXN394384,CUST9620,Yuvaan Sastry,34,Male,P3125,Sweater,Clothing,4,14892,Cash,07/06/2023,9:17:39,delivered
TXN165754,CUST2831,Rohan Raval,53,M,P7770,Jacket,Clothing,2,7804,CC,22/05/2023,16:50:33,cancelled
TXN583462,CUST1658,Jayant Goyal,23,F,P5723,Wheat,Groceries,5,6115,Cash,29/06/2023,8:22:03,returned
TXN716947,CUST6189,Renee Rama,60,F,P6520,Chair,Furniture,3,10215,Cash,19/01/2023,0:40:50,delivered
TXN892856,CUST2925,Adah Desai,22,Female,P1168,Fruits,Groceries,3,4170,Credit Card,23/02/2023,6:05:18,returned
TXN417896,CUST2559,Pihu Sandal,58,Male,P9448,Handbag,Accessories,3,3255,EMI,10/09/2023,2:09:24,returned
